loss,hyperparameters,runtime
0.9719060479604889,"{'bagging_fraction': 0.6752827411072169, 'bagging_seed': 11, 'boosting_type': 'goss', 'colsample_bytree': 0.4161075552621389, 'feature_fraction': 0.6396181332060634, 'learning_rate': 0.10563940117490685, 'max_depth': 8, 'metric': 'auc', 'min_child_samples': 240, 'min_child_weight': 0.007231596142642447, 'num_leaves': 270, 'objective': 'binary', 'reg_alpha': 0.3999569797986171, 'reg_lambda': 0.28853677980889936, 'tree_learner': 'serial'}",1897.9899544715881
0.9727076828314778,"{'bagging_fraction': 0.5484079419069585, 'bagging_seed': 11, 'boosting_type': 'gbdt', 'colsample_bytree': 0.43766249701427384, 'feature_fraction': 0.46673082119626275, 'learning_rate': 0.07607555127809114, 'max_depth': 9, 'metric': 'auc', 'min_child_samples': 140, 'min_child_weight': 0.00529548025820311, 'num_leaves': 130, 'objective': 'binary', 'reg_alpha': 0.1479875799983735, 'reg_lambda': 0.023692041066060734, 'tree_learner': 'serial'}",3609.3945772647858
0.9726807896715137,"{'bagging_fraction': 0.5887326961679717, 'bagging_seed': 11, 'boosting_type': 'gbdt', 'colsample_bytree': 0.8500156003024406, 'feature_fraction': 0.5474064221453174, 'learning_rate': 0.040428890831014516, 'max_depth': 8, 'metric': 'auc', 'min_child_samples': 200, 'min_child_weight': 0.00950084464195023, 'num_leaves': 280, 'objective': 'binary', 'reg_alpha': 0.37313669338997396, 'reg_lambda': 0.29958252192559626, 'tree_learner': 'serial'}",11940.580637216568
0.9722143242608281,"{'bagging_fraction': 0.5825724293518149, 'bagging_seed': 11, 'boosting_type': 'goss', 'colsample_bytree': 0.45977495666754814, 'feature_fraction': 0.23895115244591575, 'learning_rate': 0.025825135149694044, 'max_depth': 8, 'metric': 'auc', 'min_child_samples': 190, 'min_child_weight': 0.009334488275159397, 'num_leaves': 200, 'objective': 'binary', 'reg_alpha': 0.017657174869261324, 'reg_lambda': 0.059564868315517695, 'tree_learner': 'serial'}",14188.999959945679
0.9733957927339387,"{'bagging_fraction': 0.6252777242545451, 'bagging_seed': 11, 'boosting_type': 'goss', 'colsample_bytree': 0.723532180091474, 'feature_fraction': 0.6621452607610598, 'learning_rate': 0.010660879966519479, 'max_depth': 16, 'metric': 'auc', 'min_child_samples': 250, 'min_child_weight': 0.00807556167729497, 'num_leaves': 200, 'objective': 'binary', 'reg_alpha': 0.012502181353082367, 'reg_lambda': 0.030599177049209086, 'tree_learner': 'serial'}",14249.760372400284
0.9740044563830934,"{'bagging_fraction': 0.6433690576119804, 'bagging_seed': 11, 'boosting_type': 'goss', 'colsample_bytree': 0.8547203174855253, 'feature_fraction': 0.4491415229369585, 'learning_rate': 0.011376167409418821, 'max_depth': 16, 'metric': 'auc', 'min_child_samples': 200, 'min_child_weight': 0.008419709407393896, 'num_leaves': 300, 'objective': 'binary', 'reg_alpha': 0.02894400161948156, 'reg_lambda': 0.16062149977272572, 'tree_learner': 'serial'}",19563.512549638748
0.9717490275001449,"{'bagging_fraction': 0.48434255198752474, 'bagging_seed': 11, 'boosting_type': 'gbdt', 'colsample_bytree': 0.4108240537106582, 'feature_fraction': 0.5269259658062522, 'learning_rate': 0.012931539337173049, 'max_depth': 8, 'metric': 'auc', 'min_child_samples': 190, 'min_child_weight': 0.009412784535776634, 'num_leaves': 300, 'objective': 'binary', 'reg_alpha': 0.04796217942324938, 'reg_lambda': 0.019217655268659983, 'tree_learner': 'serial'}",21417.957035064697
0.9733537592942539,"{'bagging_fraction': 0.3004224506303697, 'bagging_seed': 11, 'boosting_type': 'gbdt', 'colsample_bytree': 0.7781435031303807, 'feature_fraction': 0.5691161107313096, 'learning_rate': 0.05402769145816616, 'max_depth': 14, 'metric': 'auc', 'min_child_samples': 150, 'min_child_weight': 0.005552982894232304, 'num_leaves': 140, 'objective': 'binary', 'reg_alpha': 0.3959259686376628, 'reg_lambda': 0.22348339021774677, 'tree_learner': 'serial'}",9312.80077624321
0.974070730204279,"{'bagging_fraction': 0.5863656208034684, 'bagging_seed': 11, 'boosting_type': 'gbdt', 'colsample_bytree': 0.7170559402589022, 'feature_fraction': 0.6178360434276413, 'learning_rate': 0.015895040411752413, 'max_depth': 14, 'metric': 'auc', 'min_child_samples': 210, 'min_child_weight': 0.0050402501022000605, 'num_leaves': 120, 'objective': 'binary', 'reg_alpha': 0.15209816138269058, 'reg_lambda': 0.1552396519561102, 'tree_learner': 'serial'}",8144.656588077545
0.9720608295826285,"{'bagging_fraction': 0.22351779407758893, 'bagging_seed': 11, 'boosting_type': 'goss', 'colsample_bytree': 0.5777379270489692, 'feature_fraction': 0.2366372448701387, 'learning_rate': 0.010143614758771766, 'max_depth': 9, 'metric': 'auc', 'min_child_samples': 130, 'min_child_weight': 0.005827617404208807, 'num_leaves': 220, 'objective': 'binary', 'reg_alpha': 0.2949645163921388, 'reg_lambda': 0.32603309453406076, 'tree_learner': 'serial'}",7831.4272220134735
